,Price,# of Beds,# of Baths,Address,City,Zip Code
684,"$910,000",5 Bd,6 bath,11341 Lenox Lane,"Frisco, TX",75033
685,"$1,000,000",4 Bd,5 bath,2171 Prospect Drive,"Frisco, TX",75036
686,"$179,000",2 Bd,1 bath,8502 Holly Street,"Frisco, TX",75034
687,"$269,900",3 Bd,2 bath,12700 Skeeter Drive,"Frisco, TX",75036
688,"$359,900",3 Bd,3 bath,12525 Fair Lane,"Frisco, TX",75036
689,"$448,000",3 Bd,"2 bath
    | 2,181",8272 Haltered Horse LN,"Frisco, TX",75036
690,"$468,500",4 Bd,3 bath,863 Gladewater Drive,"Frisco, TX",75033
691,"$525,000",4 Bd,3 bath,2865 Reynolds Lane,"Frisco, TX",75033
692,"$530,000",5 Bd,4 bath,1066 Bayfield Drive,"Frisco, TX",75033
693,"$720,000",5 Bd,5 bath,10985 Pike Lake Drive,"Frisco, TX",75035
694,"$784,400",5 Bd,5 bath,2226 Bristlegrass Road,"Frisco, TX",75033
695,"$792,900",5 Bd,4 bath,15699 Thorn Apple Road,"Frisco, TX",75033
696,"$880,000",5 Bd,5 bath,13334 Ignatius Drive,"Frisco, TX",75035
697,"$365,000",2 Bd,2 bath,7472 Sage Valley Lane,"Frisco, TX",75036
698,"$520,000",3 Bd,2 bath,14205 Red Wood Circle N,"Frisco, TX",75071
699,"$570,000",4 Bd,4 bath,4398 Verde Lane,"Frisco, TX",75034
700,"$679,545",4 Bd,3 bath,1545 Morris Lane,"Frisco, TX",75034
701,"$849,000",5 Bd,4 bath,14191 Berryfield Lane,"Frisco, TX",75035
702,"$1,590,000",0 Bd,0 bath,6 Riva Ridge,"Frisco, TX",75034
703,"$289,995",2 Bd,3 bath,6728 Firenze Lane,"Frisco, TX",75034
704,"$369,950",3 Bd,2 bath,8833 Beartooth Drive,"Frisco, TX",75036
705,"$382,500",2 Bd,2 bath,7357 Rustling Oaks Road,"Frisco, TX",75036
706,"$525,000",4 Bd,4 bath,3568 Baldcypress Drive,"Frisco, TX",75033
707,"$545,000",5 Bd,5 bath,10894 Panorama Drive,"Frisco, TX",75035
708,"$589,000",5 Bd,4 bath,6570 Stallion Ranch Road,"Frisco, TX",75036
709,"$761,061",5 Bd,6 bath,15643 Cherry Blossom,"Frisco, TX",75033
710,"$999,000",5 Bd,6 bath,15375 Viburnum Road,"Frisco, TX",75035
711,"$1,190,000",5 Bd,5 bath,5085 Normandy Drive,"Frisco, TX",75034
712,"$375,000",3 Bd,3 bath,662 Pendle Forest Drive,"Frisco, TX",75036
713,"$435,000",5 Bd,4 bath,9993 Wyndbrook Drive,"Frisco, TX",75035
714,"$468,720",4 Bd,3 bath,8125 Sedum Carpet,"Frisco, TX",75035
715,"$510,073",4 Bd,4 bath,15753 Shasta Daisy Road,"Frisco, TX",75035
716,"$565,000",4 Bd,4 bath,1217 Roma Drive,"Frisco, TX",75036
717,"$1,375,000",5 Bd,6 bath,5029 Brandywine Lane,"Frisco, TX",75034
718,"$299,000",3 Bd,2 bath,8070 Rock Brook Street,"Frisco, TX",75034
719,"$600,000",5 Bd,4 bath,4339 Bal Harbour Lane,"Frisco, TX",75033
720,"$315,000",2 Bd,2 bath,3148 Fish Hook Lane,"Frisco, TX",75036
721,"$630,000",4 Bd,5 bath,8747 Anacua Road,"Frisco, TX",75035
722,"$630,000",4 Bd,"5 bath
    | 3,466",8747 Anacua RD,"Frisco, TX",75035
723,"$1,199,900",5 Bd,6 bath,13258 Secretariat Boulevard,"Frisco, TX",75035
724,"$449,000",4 Bd,4 bath,13335 Chittamwood Lane,"Frisco, TX",75035
725,"$1,449,900",4 Bd,5 bath,4975 Oak Knoll Lane,"Frisco, TX",75034
726,"$2,595,000",5 Bd,7 bath,1549 Courtland Drive,"Frisco, TX",75034
727,"$469,900",5 Bd,4 bath,2208 Sturgis Drive,"Frisco, TX",75033
728,"$474,750",4 Bd,3 bath,9610 Beckett Drive,"Frisco, TX",75035
729,"$489,000",4 Bd,4 bath,5410 Keswick Drive,"Frisco, TX",75034
730,"$515,500",4 Bd,3 bath,9790 Staffordshire Road,"Frisco, TX",75035
731,"$330,000",3 Bd,2 bath,11550 Henderson Drive,"Frisco, TX",75035
732,"$639,000",3 Bd,3 bath,7039 Maumee Valley Court,"Frisco, TX",75036
733,"$1,150,000",5 Bd,6 bath,4154 Forest Park Lane,"Frisco, TX",75033
734,"$429,900",4 Bd,3 bath,6027 Rivendell Drive,"Frisco, TX",75035
735,"$849,900",4 Bd,6 bath,2114 Lariat Trail,"Frisco, TX",75036
736,"$730,000",5 Bd,5 bath,14981 Foxbriar Lane,"Frisco, TX",75035
737,"$740,000",5 Bd,6 bath,2578 Berry Brook Lane,"Frisco, TX",75034
738,"$365,000",4 Bd,4 bath,11412 Sadie Street,"Frisco, TX",75036
739,"$449,900",4 Bd,3 bath,1170 Shortgrass Lane,"Frisco, TX",75033
740,"$775,000",4 Bd,4 bath,5074 Statesman Lane,"Frisco, TX",75036
741,"$475,000",4 Bd,"4 bath
    | 3,605",6249 Aylworth DR,"Frisco, TX",75035
742,"$384,990",2 Bd,3 bath,7312 Panicum Drive,"Frisco, TX",75033
743,"$510,500",4 Bd,4 bath,15643 Carnoustie Lane,"Frisco, TX",75035
744,"$911,640",4 Bd,6 bath,8024 Splitbeard Road,"Frisco, TX",75035
745,"$315,000",2 Bd,"2 bath
    | 1,563",3148 Fish Hook LN,"Frisco, TX",75036
746,"$575,000",4 Bd,3 bath,16619 Nightshade Road,"Frisco, TX",75033
747,"$564,900",3 Bd,3 bath,7200 Neches Pine Drive,"Frisco, TX",75036
748,"$850,000",0 Bd,0 bath,LOT 12 Normandy Drive,"Frisco, TX",75034
749,"$476,619",3 Bd,3 bath,14813 Speargrass Drive,"Frisco, TX",75033
750,"$569,400",4 Bd,4 bath,7832 Buffaloberry Road,"Frisco, TX",75035
751,"$589,900",4 Bd,4 bath,7824 Buffaloberry Road,"Frisco, TX",75035
752,"$2,350,000",5 Bd,7 bath,2933 Shenandoah Drive,"Frisco, TX",75034
753,"$650,000",3 Bd,4 bath,8711 6th Street,"Frisco, TX",75034
754,"$700,000",4 Bd,5 bath,1224 Crockett Drive,"Frisco, TX",75033
755,"$639,900",4 Bd,4 bath,15752 Foliage Road,"Frisco, TX",75035
756,"$810,000",5 Bd,5 bath,7606 Traveller Street,"Frisco, TX",75034
757,"$335,000",4 Bd,3 bath,12408 Fair Lane,"Frisco, TX",75036
758,"$899,990",4 Bd,6 bath,4189 Hazelwood Avenue,"Frisco, TX",75034
759,"$415,000",0 Bd,0 bath,1754 Torrey Pines Lane,"Frisco, TX",75034
760,"$375,000",5 Bd,4 bath,12605 Waterslide Way,"Frisco, TX",75036
761,"$384,800",4 Bd,3 bath,1181 Ducks Landing,"Frisco, TX",75033
762,"$415,000",3 Bd,3 bath,4400 Ballymena Drive,"Frisco, TX",75034
763,"$515,500",4 Bd,4 bath,15696 Carnoustie Lane,"Frisco, TX",75035
764,"$745,400",5 Bd,4 bath,2544 Horsetail,"Frisco, TX",75033
765,"$1,156,500",4 Bd,5 bath,15680 Custer Trail,"Frisco, TX",75035
766,"$1,399,999",3 Bd,4 bath,2887 Montreaux Drive,"Frisco, TX",75034
767,"$757,000",4 Bd,5 bath,13230 Sellaronda Way,"Frisco, TX",75035
768,"$349,900",3 Bd,2 bath,9188 Williams Place,"Frisco, TX",75033
769,"$454,000",4 Bd,3 bath,9723 Stratton Drive,"Frisco, TX",75035
770,"$595,000",5 Bd,6 bath,11392 Lamar Lane,"Frisco, TX",75033
771,"$922,000",4 Bd,4 bath,3975 Marble Hill Road,"Frisco, TX",75034
772,"$995,000",2 Bd,3 bath,5270 Town and Country Boulevard,"Frisco, TX",75034
773,"$369,900",4 Bd,"2 bath
    | 2,152",5209 Madison Drive,"Frisco, TX",75035
774,"$999,900",5 Bd,6 bath,13274 Parnell Place,"Frisco, TX",75035
775,"$1,725,000",5 Bd,6 bath,4901 Buena Vista Drive,"Frisco, TX",75034
776,"$649,000",4 Bd,5 bath,10710 Manuel Street,"Frisco, TX",75035
777,"$384,900",4 Bd,3 bath,11092 Snyder Drive,"Frisco, TX",75035
778,"$659,900",4 Bd,5 bath,2452 Horsetail,"Frisco, TX",75033
779,"$662,900",5 Bd,4 bath,15831 Terenwood Street,"Frisco, TX",75035
780,"$664,900",5 Bd,4 bath,7527 Perennial Street,"Frisco, TX",75035
781,"$761,900",4 Bd,4 bath,2408 Horsetail Road,"Frisco, TX",75033
782,"$2,629,000",5 Bd,7 bath,5502 Monterey Drive,"Frisco, TX",75034
783,"$986,019",4 Bd,5 bath,3766 Ladera Heights Boulevard,"Frisco, TX",75034
784,"$1,072,882",5 Bd,4 bath,3794 Marble Hill Road,"Frisco, TX",75034
785,"$1,192,851",5 Bd,7 bath,6199 Stockwell Drive,"Frisco, TX",75034
786,"$1,603,552",5 Bd,7 bath,5663 Edmonton Avenue,"Frisco, TX",75034
787,"$2,999,999",6 Bd,8 bath,2396 Courtland Drive,"Frisco, TX",75034
788,"$450,000",3 Bd,2 bath,6329 Paragon Drive,"Frisco, TX",75036
789,"$518,000",4 Bd,4 bath,16468 Barton Creek Lane,"Frisco, TX",75068
790,"$1,898,000",5 Bd,6 bath,12025 Blake Place,"Frisco, TX",75036
791,"$1,948,000",5 Bd,6 bath,12045 Blake Place,"Frisco, TX",75036
792,"$504,060",3 Bd,3 bath,286 Timber Creek Lane,"Frisco, TX",75068
793,"$425,900",4 Bd,3 bath,5979 Rivendell Drive,"Frisco, TX",75035
794,"$499,990",4 Bd,4 bath,8598 Kincaid Lane,"Frisco, TX",75036
795,"$2,899,000",6 Bd,7 bath,3569 Midwick Drive,"Frisco, TX",75034
796,"$1,152,990",5 Bd,4 bath,2481 Haft River Road,"Frisco, TX",75034
797,"$218,000",0 Bd,0 bath,6024 Norwood Drive,"Frisco, TX",75034
798,"$2,505,000",5 Bd,7 bath,12310 Harvest Meadow Drive,"Frisco, TX",75033
799,"$518,281",5 Bd,4 bath,1434 Gray Fox Lane,"Frisco, TX",75033
800,"$419,000",3 Bd,4 bath,6179 Blythe Drive,"Frisco, TX",75035
801,"$795,000",2 Bd,3 bath,5270 Town and Country Boulevard,"Frisco, TX",75034
802,"$435,000",0 Bd,0 bath,1498 Hilton Head Lane,"Frisco, TX",75034
803,"$895,000",2 Bd,3 bath,5270 Town and Country Boulevard,"Frisco, TX",75034
804,"$2,100,000",4 Bd,"6 bath
    | 8,098",5243 Spicewood Lane,"Frisco, TX",75034
805,"$479,475",5 Bd,4 bath,11205 Knoxville Lane,"Frisco, TX",75035
806,"$1,700,000",0 Bd,0 bath,26 Stonebriar Way,"Frisco, TX",75034
807,"$325,000",3 Bd,2 bath,7700 Jennifer,"Frisco, TX",75034
808,"$382,000",6 Bd,4 bath,12556 Littlefield Drive,"Frisco, TX",75035
809,"$779,344",5 Bd,5 bath,7340 Goose Creek Drive,"Frisco, TX",75036
810,"$780,000",5 Bd,6 bath,5395 Statesman Lane,"Frisco, TX",75036
811,"$783,424",5 Bd,5 bath,2250 Lead Plumb Drive,"Frisco, TX",75036
812,"$895,000",0 Bd,0 bath,5309 Buena Vista Drive,"Frisco, TX",75034
813,"$835,098",5 Bd,4 bath,13734 Gabriel,"Frisco, TX",75035
814,"$3,200,000",7 Bd,8 bath,6275 Chamberlyne Drive,"Frisco, TX",75034
815,"$399,900",4 Bd,3 bath,5931 Rivendell Drive,"Frisco, TX",75035
816,"$675,000",4 Bd,3 bath,4250 Pebble Creek Court,"Frisco, TX",75033
817,"$450,000",3 Bd,2 bath,7211 Walnut Street,"Frisco, TX",75033
818,"$463,501",4 Bd,3 bath,14756 Speargrass Drive,"Frisco, TX",75033
819,"$898,900",5 Bd,6 bath,15196 Spider Lily Road,"Frisco, TX",75035
820,"$1,651,990",5 Bd,7 bath,3772 Hamilton Heights Avenue,"Frisco, TX",75034
821,"$3,300,000",5 Bd,7 bath,2227 Lilac Lane,"Frisco, TX",75034
822,"$1,602,369",4 Bd,7 bath,5687 Edmonton Avenue,"Frisco, TX",75034
823,"$325,000",4 Bd,3 bath,12616 Joplin Drive,"Frisco, TX",75036
824,"$437,500",3 Bd,2 bath,9754 Staffordshire Road,"Frisco, TX",75035
825,"$499,000",4 Bd,4 bath,15127 Springwood Drive,"Frisco, TX",75035
826,"$699,000",5 Bd,6 bath,12509 Burnt Prairie Lane,"Frisco, TX",75035
827,"$344,900",4 Bd,3 bath,11808 Kurth Drive,"Frisco, TX",75036
828,"$2,750,000",5 Bd,8 bath,1573 Prince William Lane,"Frisco, TX",75034
829,"$275,000",0 Bd,0 bath,8653 1st Street,"Frisco, TX",75034
830,"$414,000",3 Bd,4 bath,6225 Blythe Drive,"Frisco, TX",75035
831,"$285,600",0 Bd,0 bath,1602 Chambord Avenue,"Frisco, TX",75034
832,"$360,000",0 Bd,0 bath,3229 Tuscan Oaks Drive,"Frisco, TX",75034
833,"$375,000",0 Bd,0 bath,3650 Balfour Court,"Frisco, TX",75034
834,"$3,899,900",5 Bd,8 bath,3735 Starling Drive,"Frisco, TX",75034
835,"$252,000",3 Bd,2 bath,7881 Kings Ridge Road,"Frisco, TX",75035
836,"$295,000",3 Bd,2 bath,6205 Montgomery Drive,"Frisco, TX",75035
837,"$350,000",3 Bd,2 bath,8528 6th Street,"Frisco, TX",75034
838,"$369,000",3 Bd,4 bath,4115 Kearsage Drive,"Frisco, TX",75034
839,"$382,900",3 Bd,2 bath,7236 Joshua Road,"Frisco, TX",75033
840,"$397,900",4 Bd,3 bath,5847 Rivendell Drive,"Frisco, TX",75035
841,"$399,900",4 Bd,3 bath,5963 Rivendell Drive,"Frisco, TX",75035
842,"$414,000",3 Bd,4 bath,6253 Blythe Drive,"Frisco, TX",75035
843,"$424,900",3 Bd,3 bath,7295 Zachery Drive,"Frisco, TX",75033
844,"$428,900",3 Bd,4 bath,7269 Zachery Drive,"Frisco, TX",75033
845,"$434,900",3 Bd,2 bath,7208 Joshua Road,"Frisco, TX",75033
846,"$450,000",4 Bd,2 bath,7242 Pecan Street,"Frisco, TX",75034
847,"$455,000",4 Bd,3 bath,15601 Carnoustie Lane,"Frisco, TX",75035
848,"$479,900",3 Bd,3 bath,7300 Joshua Road,"Frisco, TX",75033
849,"$494,999",4 Bd,5 bath,2877 Nightwind Court,"Frisco, TX",75034
850,"$499,000",5 Bd,4 bath,11947 Cape Royal Lane,"Frisco, TX",75033
851,"$537,000",6 Bd,5 bath,628 Sahallee Drive,"Frisco, TX",75033
852,"$583,900",5 Bd,4 bath,7411 Joshua Road,"Frisco, TX",75033
853,"$743,900",4 Bd,4 bath,8462 Gerbera Daisy Road,"Frisco, TX",75035
854,"$744,268",5 Bd,4 bath,2268 Lead Plumb Drive,"Frisco, TX",75036
855,"$766,848",5 Bd,5 bath,2148 Lead Plumb Drive,"Frisco, TX",75036
856,"$775,900",4 Bd,5 bath,8478 Gerbera Daisy Road,"Frisco, TX",75035
857,"$797,804",5 Bd,5 bath,7073 Goose Creek Road,"Frisco, TX",75036
858,"$1,141,900",4 Bd,5 bath,7160 Tailwater Trail,"Frisco, TX",75035
859,"$1,174,900",3 Bd,5 bath,6008 Briarwood Lane,"Frisco, TX",75034
860,"$1,224,990",4 Bd,6 bath,13129 Secretariat Blvd,"Frisco, TX",75035
861,"$1,799,000",5 Bd,6 bath,1167 Echols Drive,"Frisco, TX",75036
862,"$1,898,000",5 Bd,6 bath,12035 Blake Place,"Frisco, TX",75036
863,"$1,925,000",3 Bd,2 bath,8100 Main Street,"Frisco, TX",75033
864,"$1,950,000",5 Bd,7 bath,1640 Chambord Avenue,"Frisco, TX",75034
865,"$2,475,000",5 Bd,7 bath,1700 Hidalgo Lane,"Frisco, TX",75034
866,"$2,515,000",5 Bd,7 bath,3232 Tuscan Oaks,"Frisco, TX",75034
867,"$2,549,000",5 Bd,7 bath,12438 Harvest Meadow Drive,"Frisco, TX",75033
868,"$2,559,000",5 Bd,7 bath,12349 Farmstead Drive,"Frisco, TX",75033
869,"$2,579,000",5 Bd,7 bath,3336 Tuscan Oaks Drive,"Frisco, TX",75034
870,"$2,609,858",5 Bd,7 bath,3328 Santa Bella,"Frisco, TX",75034
871,"$3,225,000",5 Bd,7 bath,3315 Midwick Drive,"Frisco, TX",75034
872,"$3,375,000",5 Bd,7 bath,6616 Bluffview Drive,"Frisco, TX",75034
873,"$4,100,000",5 Bd,7 bath,2311 Lilac,"Frisco, TX",75034
874,"$4,480,000",6 Bd,9 bath,5345 Monterey Drive,"Frisco, TX",75034
875,"$5,495,000",6 Bd,10 bath,5 Stonebriar Way,"Frisco, TX",75034
876,"$6,525,269",3 Bd,3 bath,16020 Preston Road,"Frisco, TX",75033
877,"$250,000",3 Bd,2 bath,22031 Flanagan Circle,"Frisco, TX",75036
878,"$220,000",0 Bd,0 bath,6621 Saxony Court,"Frisco, TX",75034
879,"$222,000",0 Bd,0 bath,6087 Norwood Drive,"Frisco, TX",75034
880,"$330,000",3 Bd,"2 bath
    | 1,784",3621 Worthington WAY,"Plano, TX",75023
881,"$365,000",3 Bd,2 bath,1809 Lafayette Drive,"Plano, TX",75075
882,"$399,900",4 Bd,"2 bath
    | 2,078",4713 Portrait Lane,"Plano, TX",75024
883,"$425,000",5 Bd,3 bath,9505 Southern Hills Drive,"Plano, TX",75025
884,"$450,000",4 Bd,3 bath,6824 Nottoway Lane,"Plano, TX",75074
885,"$469,000",3 Bd,3 bath,1612 Amazon Drive,"Plano, TX",75075
886,"$479,000",4 Bd,3 bath,2717 Royal Troon Drive,"Plano, TX",75025
887,"$549,000",4 Bd,4 bath,3301 Rampart Drive,"Plano, TX",75074
888,"$800,000",5 Bd,5 bath,2317 Brisbane Lane,"Plano, TX",75075
889,"$212,000",3 Bd,2 bath,3709 Mckinley Drive,"Plano, TX",75023
890,"$250,000",3 Bd,2 bath,6017 Pinto Court,"Plano, TX",75023
891,"$315,000",3 Bd,3 bath,4672 Perthshire Court,"Plano, TX",75024
892,"$338,000",4 Bd,2 bath,934 Windy Meadow Drive,"Plano, TX",75023
893,"$365,000",3 Bd,3 bath,6512 Texana Way,"Plano, TX",75074
894,"$399,000",3 Bd,2 bath,3425 Brunchberry Lane,"Plano, TX",75023
895,"$399,999",3 Bd,2 bath,1400 Kittery Drive,"Plano, TX",75093
896,"$424,900",3 Bd,2 bath,3705 Longbow Lane,"Plano, TX",75023
897,"$479,100",4 Bd,4 bath,2224 Dampton Drive,"Plano, TX",75025
898,"$537,000",4 Bd,4 bath,1809 Sandpiper Lane,"Plano, TX",75075
899,"$1,150,000",5 Bd,5 bath,5032 Silver Lake Drive,"Plano, TX",75093
900,"$2,999,900",5 Bd,7 bath,6817 Amaretto Court,"Plano, TX",75024
901,"$4,800,000",7 Bd,14 bath,2104 Willow Bend Drive,"Plano, TX",75093
902,"$219,900",3 Bd,2 bath,1605 Tampico Drive,"Plano, TX",75075
903,"$287,999",3 Bd,2 bath,5 Eastvale Place,"Plano, TX",75074
904,"$290,000",3 Bd,2 bath,1128 Gannon Drive,"Plano, TX",75025
905,"$295,000",2 Bd,2 bath,3025 Bonsai Drive,"Plano, TX",75093
906,"$335,000",4 Bd,2 bath,1133 Nickerson Lane,"Plano, TX",75094
907,"$340,000",3 Bd,2 bath,7616 Capella Court,"Plano, TX",75025
908,"$350,000",4 Bd,2 bath,4121 Midnight Drive,"Plano, TX",75093
909,"$350,000",3 Bd,2 bath,7801 Slater Trail,"Plano, TX",75025
910,"$355,000",3 Bd,3 bath,3809 Solarium Place,"Plano, TX",75075
911,"$370,000",3 Bd,3 bath,3408 Porter Creek Drive,"Plano, TX",75025
912,"$390,000",4 Bd,3 bath,3817 Graphic Place,"Plano, TX",75075
913,"$394,995",3 Bd,2 bath,1804 Tampico Drive,"Plano, TX",75075
914,"$395,000",3 Bd,3 bath,6420 Hermosa Drive,"Plano, TX",75024
915,"$400,000",4 Bd,3 bath,1800 Switzerland Avenue,"Plano, TX",75025
916,"$400,000",3 Bd,3 bath,5781 Lois Lane,"Plano, TX",75024
917,"$415,000",4 Bd,3 bath,3704 Aransas Drive,"Plano, TX",75025
918,"$415,000",3 Bd,3 bath,1417 Callaway Drive,"Plano, TX",75075
919,"$419,900",4 Bd,3 bath,2808 Mollimar Drive,"Plano, TX",75075
920,"$424,900",4 Bd,3 bath,3552 Bender Trail,"Plano, TX",75075
921,"$435,000",4 Bd,3 bath,1705 Tawakoni Lane,"Plano, TX",75075
922,"$441,000",5 Bd,3 bath,2320 Cimmaron Drive,"Plano, TX",75025
923,"$449,000",5 Bd,4 bath,9705 Royal Lytham Drive,"Plano, TX",75025
924,"$450,000",3 Bd,3 bath,4441 Bentley Drive,"Plano, TX",75093
925,"$454,900",4 Bd,4 bath,3613 Slickrock Drive,"Plano, TX",75074
926,"$475,000",4 Bd,4 bath,1908 Uplands Drive,"Plano, TX",75025
927,"$495,000",6 Bd,4 bath,2917 Falling Brook Drive,"Plano, TX",75023
928,"$525,000",4 Bd,3 bath,6404 Dunmoor Drive,"Plano, TX",75093
929,"$535,000",5 Bd,4 bath,3608 Danbury Lane,"Plano, TX",75074
930,"$599,900",4 Bd,4 bath,1412 Alberti Avenue,"Plano, TX",75075
931,"$700,000",4 Bd,3 bath,1809 Triple Crown Lane,"Plano, TX",75093
932,"$799,500",4 Bd,3 bath,3053 Greenhill Drive,"Plano, TX",75093
933,"$949,000",5 Bd,5 bath,5909 Fairchild Court,"Plano, TX",75093
934,"$999,000",4 Bd,5 bath,1709 ANGLEBLUFF Lane,"Plano, TX",75093
935,"$1,449,900",5 Bd,5 bath,5321 Inverrary Drive,"Plano, TX",75093
936,"$140,000",1 Bd,1 bath,1700 Amelia Court,"Plano, TX",75075
937,"$250,000",3 Bd,"2 bath
    | 1,752",2005 Meadowcreek DR,"Plano, TX",75074
938,"$279,900",3 Bd,2 bath,4024 Angelina Drive,"Plano, TX",75074
939,"$300,000",2 Bd,2 bath,2601 Marsh Lane,"Plano, TX",75093
940,"$305,000",3 Bd,2 bath,820 Simon Drive,"Plano, TX",75025
941,"$332,000",3 Bd,3 bath,4025 Mesa Drive,"Plano, TX",75074
942,"$340,000",2 Bd,2 bath,2601 Marsh Lane,"Plano, TX",75093
943,"$350,000",3 Bd,"2 bath
    | 1,786",6716 Darton Drive,"Plano, TX",75023
944,"$350,000",4 Bd,2 bath,8304 Tavaros Drive,"Plano, TX",75024
945,"$364,900",3 Bd,3 bath,1505 Baffin Bay Drive,"Plano, TX",75075
946,"$365,000",4 Bd,2 bath,6821 Thorncliff Trail,"Plano, TX",75023
947,"$365,000",4 Bd,2 bath,4324 Palmdale Drive,"Plano, TX",75024
948,"$369,000",3 Bd,3 bath,1508 Croston Drive,"Plano, TX",75075
949,"$375,000",3 Bd,3 bath,1601 Glenwick Drive,"Plano, TX",75075
950,"$375,000",3 Bd,2 bath,3536 Stroll Road,"Plano, TX",75025
951,"$386,900",4 Bd,3 bath,3932 Carrizo Drive,"Plano, TX",75074
952,"$395,000",4 Bd,4 bath,2305 Newcastle Circle,"Plano, TX",75075
953,"$400,000",4 Bd,3 bath,3629 Big Horn Trail,"Plano, TX",75075
954,"$400,000",3 Bd,"3 bath
    | 1,610",5781 Lois LN,"Plano, TX",75024
955,"$430,000",4 Bd,3 bath,9213 Fairwood Court,"Plano, TX",75025
956,"$445,000",4 Bd,3 bath,3609 Banks Circle,"Plano, TX",75025
957,"$450,000",3 Bd,2 bath,2437 Fieldlark Drive,"Plano, TX",75074
958,"$450,000",3 Bd,3 bath,4705 Bayview Drive,"Plano, TX",75093
959,"$462,000",4 Bd,4 bath,4201 Tidworth Drive,"Plano, TX",75093
960,"$475,000",4 Bd,3 bath,2300 Belmont Place,"Plano, TX",75023
961,"$489,000",4 Bd,4 bath,3300 Edwards Drive,"Plano, TX",75025
962,"$489,900",4 Bd,4 bath,6841 Flicker Lane,"Plano, TX",75074
963,"$495,000",4 Bd,4 bath,6817 Oak Park Lane,"Plano, TX",75023
964,"$519,000",3 Bd,3 bath,6328 Park Meadow Lane,"Plano, TX",75093
965,"$530,000",5 Bd,4 bath,4204 Warminster Drive,"Plano, TX",75093
966,"$535,000",4 Bd,4 bath,3236 Caravan Drive,"Plano, TX",75025
967,"$571,000",4 Bd,3 bath,1505 Parliament Lane,"Plano, TX",75093
968,"$675,000",5 Bd,4 bath,5908 Sandhills Circle,"Plano, TX",75093
969,"$759,900",5 Bd,4 bath,5600 Saint Peter Drive,"Plano, TX",75093
970,"$799,900",4 Bd,5 bath,5505 Grasmere Drive,"Plano, TX",75093
971,"$839,000",3 Bd,4 bath,7808 Merit Lane,"Plano, TX",75024
972,"$1,175,000",5 Bd,6 bath,5809 ROSWELL Drive,"Plano, TX",75093
973,"$197,000",4 Bd,3 bath,2912 meadows Drive,"Plano, TX",75074
974,"$245,000",4 Bd,2 bath,12 Eastcreek Place,"Plano, TX",75074
975,"$299,000",3 Bd,2 bath,3928 Villa Downs Drive,"Plano, TX",75023
976,"$329,000",3 Bd,3 bath,7133 Goldenrod Drive,"Plano, TX",75025
977,"$335,000",3 Bd,2 bath,7112 Van Gogh Drive,"Plano, TX",75093
978,"$339,000",3 Bd,2 bath,7916 Country Ridge Lane,"Plano, TX",75024
979,"$349,500",4 Bd,2 bath,4000 Bandera Drive,"Plano, TX",75074
980,"$349,900",4 Bd,2 bath,2800 Winterplace Circle,"Plano, TX",75075
981,"$429,900",4 Bd,3 bath,7317 Ryan Drive,"Plano, TX",75025
982,"$430,000",3 Bd,3 bath,3721 Atrium Drive,"Plano, TX",75075
983,"$439,995",5 Bd,3 bath,6008 Sargent Drive,"Plano, TX",75094
984,"$470,000",4 Bd,4 bath,3001 Charring Cross,"Plano, TX",75025
985,"$490,000",4 Bd,3 bath,6728 Alcove Lane,"Plano, TX",75024
986,"$650,000",3 Bd,3 bath,5057 TRAIL LAKE Drive,"Plano, TX",75093
987,"$700,000",5 Bd,4 bath,5613 Risborough Drive,"Plano, TX",75093
988,"$999,500",3 Bd,4 bath,7812 Secluded Avenue,"Plano, TX",75024
989,"$1,200,000",5 Bd,6 bath,5008 Bellaire Drive,"Plano, TX",75093
990,"$1,225,000",7 Bd,"7 bath
    | 6,088",3817 Ranch Estates Drive,"Plano, TX",75074
991,"$1,695,000",6 Bd,"5 bath
    | 5,856",5625 Kelly Lane,"Plano, TX",75093
992,"$235,000",3 Bd,1 bath,1627 Hawthorne Lane,"Plano, TX",75074
993,"$285,000",3 Bd,3 bath,791 Antoine Drive,"Plano, TX",75023
994,"$399,950",3 Bd,2 bath,4432 Bentley Drive,"Plano, TX",75093
995,"$425,000",4 Bd,3 bath,3836 Santiago Drive,"Plano, TX",75023
996,"$460,000",4 Bd,4 bath,3300 Canoncita Lane,"Plano, TX",75023
997,"$560,000",4 Bd,4 bath,5837 Pathfinder Trail,"Plano, TX",75093
998,"$667,500",4 Bd,4 bath,3312 Emily Drive,"Plano, TX",75093
999,"$809,000",5 Bd,6 bath,1620 Farmstead Street,"Plano, TX",75075
1000,"$1,150,000",5 Bd,6 bath,6609 Indian Trail,"Plano, TX",75024
1001,"$210,000",3 Bd,2 bath,933 Shenandoah Drive,"Plano, TX",75023
1002,"$259,900",3 Bd,2 bath,736 Warwick Drive,"Plano, TX",75023
1003,"$265,000",3 Bd,3 bath,3407 San Mateo Drive,"Plano, TX",75023
1004,"$279,995",2 Bd,2 bath,9909 Monastery Drive,"Plano, TX",75025
1005,"$280,000",4 Bd,2 bath,2816 Laurel Lane,"Plano, TX",75074
1006,"$299,000",3 Bd,3 bath,4024 Hedgerow Drive,"Plano, TX",75024
1007,"$349,000",4 Bd,2 bath,7104 Dalewood Drive,"Plano, TX",75074
1008,"$350,000",4 Bd,2 bath,3416 Brunchberry Lane,"Plano, TX",75023
